OBJECTNUMMER;Buurtcode;Buurtnaam;Wijkcode;Stadsdeelcode;Oppervlakte_m2;BuurtID;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT;
171;"F82b";"Osdorp Midden Zuid";"F82";"F";258396;"03630000000449";"POLYGON((4.788293 52.359745,4.796916 52.361488,4.79816 52.359183,4.799257 52.358035,4.790209 52.356215,4.788293 52.359745))";"POLYGON((52.359745 4.788293,52.361488 4.796916,52.359183 4.79816,52.358035 4.799257,52.356215 4.790209,52.359745 4.788293))";4.793775;52.3588515;
172;"F82c";"Zuidwestkwadrant Osdorp Noord";"F82";"F";240697;"03630000000450";"POLYGON((4.790209 52.356215,4.799257 52.358035,4.8008 52.355183,4.800974 52.354849,4.798975 52.354445,4.798672 52.354454,4.794715 52.353613,4.791896 52.353042,4.791812 52.35319,4.791385 52.353952,4.791136 52.354449,4.791008 52.35474,4.790861 52.355035,4.790209 52.356215))";"POLYGON((52.356215 4.790209,52.358035 4.799257,52.355183 4.8008,52.354849 4.800974,52.354445 4.798975,52.354454 4.798672,52.353613 4.794715,52.353042 4.791896,52.35319 4.791812,52.353952 4.791385,52.354449 4.791136,52.35474 4.791008,52.355035 4.790861,52.356215 4.790209))";4.7955915;52.3555385;
173;"M55b";"De Eenhoorn";"M55";"M";180218;"03630000000758";"POLYGON((4.915412 52.349537,4.916499 52.350026,4.921618 52.35233,4.921867 52.352123,4.922276 52.351814,4.925053 52.350092,4.92374 52.348668,4.923291 52.348711,4.922988 52.34872,4.922685 52.348712,4.922384 52.348687,4.916606 52.347883,4.916266 52.34841,4.91604 52.348735,4.915798 52.349056,4.915412 52.349537))";"POLYGON((52.349537 4.915412,52.350026 4.916499,52.35233 4.921618,52.352123 4.921867,52.351814 4.922276,52.350092 4.925053,52.348668 4.92374,52.348711 4.923291,52.34872 4.922988,52.348712 4.922685,52.348687 4.922384,52.347883 4.916606,52.34841 4.916266,52.348735 4.91604,52.349056 4.915798,52.349537 4.915412))";4.9202325;52.3501065;
174;"F84c";"De Aker Oost";"F84";"F";718532;"03630000000456";"POLYGON((4.780811 52.345849,4.781555 52.346543,4.781721 52.346476,4.785204 52.349739,4.787958 52.352325,4.787977 52.352641,4.788219 52.352642,4.788581 52.35266,4.788828 52.352678,4.789153 52.352716,4.790166 52.352899,4.790473 52.352939,4.791812 52.35319,4.791896 52.353042,4.792395 52.352157,4.793047 52.350915,4.793304 52.350449,4.793418 52.350193,4.794113 52.349037,4.794751 52.347733,4.795576 52.346254,4.795493 52.346135,4.791108 52.341503,4.790547 52.341845,4.790163 52.342011,4.788156 52.342844,4.780811 52.345849))";"POLYGON((52.345849 4.780811,52.346543 4.781555,52.346476 4.781721,52.349739 4.785204,52.352325 4.787958,52.352641 4.787977,52.352642 4.788219,52.35266 4.788581,52.352678 4.788828,52.352716 4.789153,52.352899 4.790166,52.352939 4.790473,52.35319 4.791812,52.353042 4.791896,52.352157 4.792395,52.350915 4.793047,52.350449 4.793304,52.350193 4.793418,52.349037 4.794113,52.347733 4.794751,52.346254 4.795576,52.346135 4.795493,52.341503 4.791108,52.341845 4.790547,52.342011 4.790163,52.342844 4.788156,52.345849 4.780811))";4.7881935;52.3473465;
175;"F85a";"Oostoever Sloterplas";"F85";"F";647634;"03630000000458";"POLYGON((4.81719 52.363889,4.825654 52.37088,4.827161 52.372127,4.829329 52.37056,4.829263 52.370477,4.829247 52.370421,4.829265 52.370359,4.829318 52.370305,4.829949 52.369968,4.829905 52.369915,4.830793 52.369698,4.830902 52.369798,4.831053 52.369875,4.831969 52.370141,4.832221 52.370561,4.832319 52.370795,4.832651 52.370744,4.832818 52.370704,4.833255 52.370635,4.833387 52.370598,4.833579 52.37052,4.833694 52.370487,4.834418 52.370378,4.834359 52.370107,4.833973 52.36787,4.833887 52.367131,4.833851 52.366391,4.83388 52.364057,4.827049 52.363986,4.81719 52.363889))";"POLYGON((52.363889 4.81719,52.37088 4.825654,52.372127 4.827161,52.37056 4.829329,52.370477 4.829263,52.370421 4.829247,52.370359 4.829265,52.370305 4.829318,52.369968 4.829949,52.369915 4.829905,52.369698 4.830793,52.369798 4.830902,52.369875 4.831053,52.370141 4.831969,52.370561 4.832221,52.370795 4.832319,52.370744 4.832651,52.370704 4.832818,52.370635 4.833255,52.370598 4.833387,52.37052 4.833579,52.370487 4.833694,52.370378 4.834418,52.370107 4.834359,52.36787 4.833973,52.367131 4.833887,52.366391 4.833851,52.364057 4.83388,52.363986 4.827049,52.363889 4.81719))";4.825804;52.368008;
176;"F85b";"Emanuel van Meterenbuurt";"F85";"F";584752;"03630000000459";"POLYGON((4.812184 52.359726,4.81719 52.363889,4.827049 52.363986,4.827256 52.35762,4.825817 52.357604,4.825811 52.357798,4.818577 52.357716,4.818559 52.358276,4.817207 52.358944,4.817073 52.358862,4.816954 52.358804,4.816692 52.358698,4.816528 52.358653,4.815476 52.358427,4.815431 52.35851,4.813055 52.35803,4.812184 52.359726))";"POLYGON((52.359726 4.812184,52.363889 4.81719,52.363986 4.827049,52.35762 4.827256,52.357604 4.825817,52.357798 4.825811,52.357716 4.818577,52.358276 4.818559,52.358944 4.817207,52.358862 4.817073,52.358804 4.816954,52.358698 4.816692,52.358653 4.816528,52.358427 4.815476,52.35851 4.815431,52.35803 4.813055,52.359726 4.812184))";4.81972;52.360795;
177;"F85c";"Jacob Geelbuurt";"F85";"F";321333;"03630000000460";"POLYGON((4.827049 52.363986,4.83388 52.364057,4.833905 52.362465,4.833963 52.360677,4.834032 52.359622,4.834072 52.359273,4.834161 52.358488,4.834198 52.357892,4.828257 52.357826,4.828263 52.357631,4.827256 52.35762,4.827049 52.363986))";"POLYGON((52.363986 4.827049,52.364057 4.83388,52.362465 4.833905,52.360677 4.833963,52.359622 4.834032,52.359273 4.834072,52.358488 4.834161,52.357892 4.834198,52.357826 4.828257,52.357631 4.828263,52.35762 4.827256,52.363986 4.827049))";4.8306235;52.3608385;
178;"F86a";"Overtoomse Veld Noord";"F86";"F";344675;"03630000000465";"POLYGON((4.834359 52.370107,4.838315 52.369524,4.838858 52.36945,4.83929 52.369404,4.840095 52.369331,4.840471 52.369308,4.840909 52.369301,4.842162 52.36931,4.842315 52.364144,4.83388 52.364057,4.833851 52.366391,4.833887 52.367131,4.833973 52.36787,4.834359 52.370107))";"POLYGON((52.370107 4.834359,52.369524 4.838315,52.36945 4.838858,52.369404 4.83929,52.369331 4.840095,52.369308 4.840471,52.369301 4.840909,52.36931 4.842162,52.364144 4.842315,52.364057 4.83388,52.366391 4.833851,52.367131 4.833887,52.36787 4.833973,52.370107 4.834359))";4.838083;52.367082;
179;"F86b";"Overtoomse Veld Zuid";"F86";"F";306482;"03630000000466";"POLYGON((4.83388 52.364057,4.842315 52.364144,4.842456 52.359352,4.834072 52.359273,4.834032 52.359622,4.833963 52.360677,4.833905 52.362465,4.83388 52.364057))";"POLYGON((52.364057 4.83388,52.364144 4.842315,52.359352 4.842456,52.359273 4.834072,52.359622 4.834032,52.360677 4.833963,52.362465 4.833905,52.364057 4.83388))";4.838168;52.3617085;
180;"F86c";"Rembrandtpark Noord";"F86";"F";304314;"03630000000467";"POLYGON((4.842569 52.369588,4.845222 52.369621,4.845721 52.36964,4.846188 52.369673,4.846618 52.369718,4.847021 52.369771,4.84763 52.369865,4.847746 52.369612,4.848359 52.369716,4.848708 52.368959,4.848678 52.368932,4.849705 52.366706,4.850323 52.365366,4.850387 52.365376,4.850454 52.365216,4.850467 52.365157,4.850499 52.36424,4.849188 52.364225,4.842315 52.364144,4.842162 52.36931,4.842154 52.369582,4.842569 52.369588))";"POLYGON((52.369588 4.842569,52.369621 4.845222,52.36964 4.845721,52.369673 4.846188,52.369718 4.846618,52.369771 4.847021,52.369865 4.84763,52.369612 4.847746,52.369716 4.848359,52.368959 4.848708,52.368932 4.848678,52.366706 4.849705,52.365366 4.850323,52.365376 4.850387,52.365216 4.850454,52.365157 4.850467,52.36424 4.850499,52.364225 4.849188,52.364144 4.842315,52.36931 4.842162,52.369582 4.842154,52.369588 4.842569))";4.8463265;52.3670045;
181;"F86d";"Rembrandtpark Zuid";"F86";"F";316634;"03630000000468";"POLYGON((4.842315 52.364144,4.849188 52.364225,4.849216 52.363367,4.849461 52.363367,4.849516 52.36095,4.848891 52.360759,4.848886 52.358045,4.842496 52.357983,4.842456 52.359352,4.842315 52.364144))";"POLYGON((52.364144 4.842315,52.364225 4.849188,52.363367 4.849216,52.363367 4.849461,52.36095 4.849516,52.360759 4.848891,52.358045 4.848886,52.357983 4.842496,52.359352 4.842456,52.364144 4.842315))";4.8459155;52.361104;
182;"F86e";"Johan Jongkindbuurt";"F86";"F";86893;"03630000000469";"POLYGON((4.834072 52.359273,4.842456 52.359352,4.842496 52.357983,4.834198 52.357892,4.834161 52.358488,4.834072 52.359273))";"POLYGON((52.359273 4.834072,52.359352 4.842456,52.357983 4.842496,52.357892 4.834198,52.358488 4.834161,52.359273 4.834072))";4.838284;52.358622;
183;"F86f";"Lucas/Andreasziekenhuis e.o.";"F86";"F";184946;"03630000000470";"POLYGON((4.834359 52.370107,4.834418 52.370378,4.834548 52.370913,4.834693 52.371446,4.834943 52.372134,4.83528 52.372941,4.83525 52.372945,4.835337 52.373153,4.840604 52.37233,4.840863 52.3723,4.841191 52.372274,4.842137 52.37224,4.843038 52.372215,4.843028 52.371911,4.842855 52.371914,4.842854 52.371879,4.842798 52.371862,4.842713 52.370867,4.842575 52.37003,4.842563 52.369828,4.842569 52.369588,4.842154 52.369582,4.842162 52.36931,4.840909 52.369301,4.840471 52.369308,4.840095 52.369331,4.83929 52.369404,4.838858 52.36945,4.838315 52.369524,4.834359 52.370107))";"POLYGON((52.370107 4.834359,52.370378 4.834418,52.370913 4.834548,52.371446 4.834693,52.372134 4.834943,52.372941 4.83528,52.372945 4.83525,52.373153 4.835337,52.37233 4.840604,52.3723 4.840863,52.372274 4.841191,52.37224 4.842137,52.372215 4.843038,52.371911 4.843028,52.371914 4.842855,52.371879 4.842854,52.371862 4.842798,52.370867 4.842713,52.37003 4.842575,52.369828 4.842563,52.369588 4.842569,52.369582 4.842154,52.36931 4.842162,52.369301 4.840909,52.369308 4.840471,52.369331 4.840095,52.369404 4.83929,52.36945 4.838858,52.369524 4.838315,52.370107 4.834359))";4.8386985;52.371227;
184;"F87a";"Koningin Wilhelminaplein";"F87";"F";263626;"03630000000471";"POLYGON((4.834157 52.356048,4.84255 52.356139,4.842643 52.353,4.842648 52.352452,4.842632 52.352078,4.840543 52.352062,4.84042 52.352,4.836515 52.351974,4.835801 52.351907,4.834205 52.351897,4.834175 52.352862,4.834089 52.354512,4.834118 52.355542,4.834157 52.356048))";"POLYGON((52.356048 4.834157,52.356139 4.84255,52.353 4.842643,52.352452 4.842648,52.352078 4.842632,52.352062 4.840543,52.352 4.84042,52.351974 4.836515,52.351907 4.835801,52.351897 4.834205,52.352862 4.834175,52.354512 4.834089,52.355542 4.834118,52.356048 4.834157))";4.8383685;52.354018;
185;"F87b";"Andreasterrein";"F87";"F";177434;"03630000000472";"POLYGON((4.842496 52.357983,4.848886 52.358045,4.848892 52.357914,4.848933 52.355507,4.844741 52.355481,4.844793 52.352094,4.842632 52.352078,4.842648 52.352452,4.842643 52.353,4.84255 52.356139,4.842496 52.357983))";"POLYGON((52.357983 4.842496,52.358045 4.848886,52.357914 4.848892,52.355507 4.848933,52.355481 4.844741,52.352094 4.844793,52.352078 4.842632,52.352452 4.842648,52.353 4.842643,52.356139 4.84255,52.357983 4.842496))";4.8457145;52.3550615;
186;"F87c";"Delflandpleinbuurt Oost";"F87";"F";181591;"03630000000473";"POLYGON((4.840988 52.346027,4.840995 52.346588,4.841022 52.347009,4.84108 52.347415,4.841189 52.347943,4.841342 52.348415,4.841424 52.348627,4.84175 52.349343,4.842007 52.34987,4.842255 52.350448,4.842356 52.350737,4.842479 52.351145,4.842568 52.351546,4.842632 52.352078,4.844793 52.352094,4.845546 52.3521,4.845556 52.351583,4.845645 52.346881,4.845648 52.346778,4.84573 52.346778,4.84582 52.346765,4.846083 52.346661,4.845884 52.34648,4.845653 52.346321,4.845372 52.346175,4.845028 52.346048,4.84469 52.345964,4.844334 52.345913,4.844015 52.345898,4.843465 52.345908,4.842838 52.345934,4.842347 52.345964,4.842345 52.345955,4.841943 52.345982,4.840988 52.346027))";"POLYGON((52.346027 4.840988,52.346588 4.840995,52.347009 4.841022,52.347415 4.84108,52.347943 4.841189,52.348415 4.841342,52.348627 4.841424,52.349343 4.84175,52.34987 4.842007,52.350448 4.842255,52.350737 4.842356,52.351145 4.842479,52.351546 4.842568,52.352078 4.842632,52.352094 4.844793,52.3521 4.845546,52.351583 4.845556,52.346881 4.845645,52.346778 4.845648,52.346778 4.84573,52.346765 4.84582,52.346661 4.846083,52.34648 4.845884,52.346321 4.845653,52.346175 4.845372,52.346048 4.845028,52.345964 4.84469,52.345913 4.844334,52.345898 4.844015,52.345908 4.843465,52.345934 4.842838,52.345964 4.842347,52.345955 4.842345,52.345982 4.841943,52.346027 4.840988))";4.8435355;52.348999;
187;"F89d";"Medisch Centrum Slotervaart";"F89";"F";302042;"03630023753976";"POLYGON((4.821179 52.351739,4.827422 52.351814,4.827573 52.345594,4.827594 52.345158,4.826771 52.345142,4.826389 52.345125,4.825928 52.345085,4.825688 52.345054,4.825134 52.344953,4.824434 52.344779,4.824319 52.344724,4.824227 52.344667,4.823936 52.344642,4.823796 52.344637,4.823665 52.344642,4.82344 52.344676,4.823315 52.344709,4.822944 52.34484,4.822956 52.344906,4.822946 52.34511,4.822933 52.34515,4.822829 52.345304,4.822702 52.345447,4.822218 52.345834,4.822124 52.345945,4.822105 52.34602,4.822127 52.346186,4.822102 52.346529,4.82208 52.346656,4.822097 52.346702,4.822227 52.346779,4.82136 52.348441,4.821296 52.348644,4.821265 52.348972,4.821179 52.351739))";"POLYGON((52.351739 4.821179,52.351814 4.827422,52.345594 4.827573,52.345158 4.827594,52.345142 4.826771,52.345125 4.826389,52.345085 4.825928,52.345054 4.825688,52.344953 4.825134,52.344779 4.824434,52.344724 4.824319,52.344667 4.824227,52.344642 4.823936,52.344637 4.823796,52.344642 4.823665,52.344676 4.82344,52.344709 4.823315,52.34484 4.822944,52.344906 4.822956,52.34511 4.822946,52.34515 4.822933,52.345304 4.822829,52.345447 4.822702,52.345834 4.822218,52.345945 4.822124,52.34602 4.822105,52.346186 4.822127,52.346529 4.822102,52.346656 4.82208,52.346702 4.822097,52.346779 4.822227,52.348441 4.82136,52.348644 4.821296,52.348972 4.821265,52.351739 4.821179))";4.8243865;52.3482255;
188;"K25d";"Cornelis Troostbuurt";"K25";"K";156469;"03630000000791";"POLYGON((4.886281 52.348474,4.886527 52.350656,4.886485 52.352236,4.886803 52.352231,4.887065 52.352248,4.891135 52.352792,4.891204 52.352577,4.891379 52.352135,4.891395 52.351994,4.891359 52.351485,4.891362 52.351404,4.891579 52.350752,4.891597 52.350614,4.891595 52.350535,4.891281 52.348229,4.886281 52.348474))";"POLYGON((52.348474 4.886281,52.350656 4.886527,52.352236 4.886485,52.352231 4.886803,52.352248 4.887065,52.352792 4.891135,52.352577 4.891204,52.352135 4.891379,52.351994 4.891395,52.351485 4.891359,52.351404 4.891362,52.350752 4.891579,52.350614 4.891597,52.350535 4.891595,52.348229 4.891281,52.348474 4.886281))";4.888939;52.3505105;
189;"K26a";"Diamantbuurt";"K26";"K";167176;"03630000000792";"POLYGON((4.903033 52.352171,4.904177 52.352373,4.905214 52.352607,4.908364 52.35339,4.910249 52.351366,4.911064 52.350029,4.905339 52.349229,4.904195 52.349076,4.903033 52.352171))";"POLYGON((52.352171 4.903033,52.352373 4.904177,52.352607 4.905214,52.35339 4.908364,52.351366 4.910249,52.350029 4.911064,52.349229 4.905339,52.349076 4.904195,52.352171 4.903033))";4.9070485;52.351233;
190;"K26b";"Burgemeester Tellegenbuurt Oost";"K26";"K";121435;"03630000000793";"POLYGON((4.897588 52.351724,4.897679 52.351778,4.898092 52.351837,4.898961 52.351598,4.903033 52.352171,4.904195 52.349076,4.899805 52.348464,4.89927 52.34992,4.89822 52.350128,4.897939 52.350886,4.897855 52.351014,4.897588 52.351724))";"POLYGON((52.351724 4.897588,52.351778 4.897679,52.351837 4.898092,52.351598 4.898961,52.352171 4.903033,52.349076 4.904195,52.348464 4.899805,52.34992 4.89927,52.350128 4.89822,52.350886 4.897939,52.351014 4.897855,52.351724 4.897588))";4.9008915;52.3503175;
191;"M55c";"Julianapark";"M55";"M";191954;"03630000000759";"POLYGON((4.916606 52.347883,4.922384 52.348687,4.922685 52.348712,4.922988 52.34872,4.923291 52.348711,4.92374 52.348668,4.924185 52.348564,4.924484 52.348471,4.924803 52.348347,4.925161 52.348157,4.927495 52.346574,4.926819 52.346205,4.926506 52.346087,4.926251 52.346017,4.925987 52.345966,4.925806 52.345943,4.925571 52.345938,4.925292 52.345929,4.921316 52.345885,4.92077 52.345838,4.920446 52.345796,4.920118 52.345732,4.919544 52.345594,4.919271 52.345237,4.919228 52.345166,4.919168 52.345027,4.919139 52.344864,4.919156 52.3447,4.919403 52.343981,4.919579 52.343664,4.919503 52.343625,4.919442 52.343609,4.919374 52.343603,4.919294 52.34361,4.919231 52.343627,4.918885 52.34378,4.918482 52.344675,4.917414 52.346506,4.916606 52.347883))";"POLYGON((52.347883 4.916606,52.348687 4.922384,52.348712 4.922685,52.34872 4.922988,52.348711 4.923291,52.348668 4.92374,52.348564 4.924185,52.348471 4.924484,52.348347 4.924803,52.348157 4.925161,52.346574 4.927495,52.346205 4.926819,52.346087 4.926506,52.346017 4.926251,52.345966 4.925987,52.345943 4.925806,52.345938 4.925571,52.345929 4.925292,52.345885 4.921316,52.345838 4.92077,52.345796 4.920446,52.345732 4.920118,52.345594 4.919544,52.345237 4.919271,52.345166 4.919228,52.345027 4.919168,52.344864 4.919139,52.3447 4.919156,52.343981 4.919403,52.343664 4.919579,52.343625 4.919503,52.343609 4.919442,52.343603 4.919374,52.34361 4.919294,52.343627 4.919231,52.34378 4.918885,52.344675 4.918482,52.346506 4.917414,52.347883 4.916606))";4.9220505;52.3461615;
192;"M56c";"Middenmeer Zuid";"M56";"M";395964;"03630000000767";"POLYGON((4.935175 52.350883,4.937213 52.352078,4.936801 52.352339,4.941041 52.354842,4.940722 52.355045,4.941894 52.355743,4.947582 52.353375,4.947698 52.353307,4.948802 52.352832,4.94861 52.352717,4.94772 52.352256,4.946921 52.351805,4.946347 52.351449,4.944314 52.350241,4.940186 52.347784,4.939875 52.347984,4.93911 52.348441,4.937496 52.349428,4.935501 52.350672,4.935175 52.350883))";"POLYGON((52.350883 4.935175,52.352078 4.937213,52.352339 4.936801,52.354842 4.941041,52.355045 4.940722,52.355743 4.941894,52.353375 4.947582,52.353307 4.947698,52.352832 4.948802,52.352717 4.94861,52.352256 4.94772,52.351805 4.946921,52.351449 4.946347,52.350241 4.944314,52.347784 4.940186,52.347984 4.939875,52.348441 4.93911,52.349428 4.937496,52.350672 4.935501,52.350883 4.935175))";4.9419885;52.3517635;
193;"M56g";"Sportpark Voorland";"M56";"M";269470;"03630000000771";"POLYGON((4.950031 52.346985,4.95228 52.348311,4.952524 52.34837,4.95325 52.348796,4.953991 52.34921,4.95465 52.349615,4.955174 52.349915,4.955351 52.350073,4.960433 52.347937,4.959934 52.347449,4.95988 52.347218,4.959701 52.34693,4.958078 52.345336,4.957007 52.344351,4.956562 52.343879,4.956272 52.343588,4.954859 52.344007,4.954757 52.344043,4.954665 52.344088,4.95404 52.344525,4.953597 52.344821,4.952976 52.34515,4.950326 52.346811,4.950031 52.346985))";"POLYGON((52.346985 4.950031,52.348311 4.95228,52.34837 4.952524,52.348796 4.95325,52.34921 4.953991,52.349615 4.95465,52.349915 4.955174,52.350073 4.955351,52.347937 4.960433,52.347449 4.959934,52.347218 4.95988,52.34693 4.959701,52.345336 4.958078,52.344351 4.957007,52.343879 4.956562,52.343588 4.956272,52.344007 4.954859,52.344043 4.954757,52.344088 4.954665,52.344525 4.95404,52.344821 4.953597,52.34515 4.952976,52.346811 4.950326,52.346985 4.950031))";4.955232;52.3468305;
194;"F88b";"Park Haagseweg";"F88";"F";121314;"03630000000478";"POLYGON((4.820827 52.343299,4.820894 52.343377,4.821003 52.34346,4.822477 52.344275,4.822625 52.344374,4.822743 52.344479,4.822836 52.344594,4.822904 52.344715,4.822944 52.34484,4.823315 52.344709,4.82344 52.344676,4.823665 52.344642,4.823796 52.344637,4.823936 52.344642,4.824227 52.344667,4.824319 52.344724,4.824434 52.344779,4.825134 52.344953,4.825688 52.345054,4.825928 52.345085,4.826389 52.345125,4.826771 52.345142,4.827594 52.345158,4.827622 52.344744,4.827702 52.344305,4.827742 52.343815,4.827749 52.343418,4.827713 52.34261,4.826906 52.342609,4.826536 52.342597,4.826367 52.342582,4.825677 52.342491,4.825007 52.342376,4.823973 52.342211,4.823204 52.342142,4.822827 52.342119,4.822054 52.342116,4.820875 52.342052,4.820764 52.343117,4.820779 52.343205,4.820827 52.343299))";"POLYGON((52.343299 4.820827,52.343377 4.820894,52.34346 4.821003,52.344275 4.822477,52.344374 4.822625,52.344479 4.822743,52.344594 4.822836,52.344715 4.822904,52.34484 4.822944,52.344709 4.823315,52.344676 4.82344,52.344642 4.823665,52.344637 4.823796,52.344642 4.823936,52.344667 4.824227,52.344724 4.824319,52.344779 4.824434,52.344953 4.825134,52.345054 4.825688,52.345085 4.825928,52.345125 4.826389,52.345142 4.826771,52.345158 4.827594,52.344744 4.827622,52.344305 4.827702,52.343815 4.827742,52.343418 4.827749,52.34261 4.827713,52.342609 4.826906,52.342597 4.826536,52.342582 4.826367,52.342491 4.825677,52.342376 4.825007,52.342211 4.823973,52.342142 4.823204,52.342119 4.822827,52.342116 4.822054,52.342052 4.820875,52.343117 4.820764,52.343205 4.820779,52.343299 4.820827))";4.8242565;52.343605;
